CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
712350858.0,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24.0,4.0,1.0,3.0,9366.0,1104.0,8262.0,0.572,1303.0,39.0,0.625,0.118,9.0056e-05,0.99991
712215258.0,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31.0,2.0,2.0,3.0,18386.0,0.0,18386.0,0.868,1298.0,22.0,0.571,0.0,0.00016236,0.99984
713786508.0,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36.0,3.0,3.0,3.0,2038.0,0.0,2038.0,0.786,1238.0,28.0,0.75,0.0,0.00034328,0.99966
712454058.0,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38.0,6.0,1.0,3.0,9364.0,618.0,8746.0,0.554,1099.0,27.0,0.8,0.066,0.00012583,0.99987
718803333.0,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34.0,2.0,3.0,1.0,3195.0,1954.0,1241.0,0.971,1285.0,29.0,0.706,0.612,0.00011377,0.99989
720253908.0,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43.0,5.0,2.0,1.0,2852.0,1024.0,1828.0,1.009,1651.0,28.0,1.0,0.359,5.7261e-05,0.99994
714133158.0,Existing Customer,59,F,1,College,Single,Unknown,Blue,36.0,2.0,3.0,3.0,4224.0,1305.0,2919.0,0.852,1152.0,31.0,0.824,0.309,0.00027607,0.99972
710975883.0,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43.0,3.0,1.0,2.0,2185.0,1761.0,424.0,0.682,1645.0,30.0,0.429,0.806,5.8763e-05,0.99994
709531908.0,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47.0,5.0,2.0,2.0,1438.3,0.0,1438.3,0.776,2184.0,53.0,0.828,0.0,0.00011482,0.99989
714141108.0,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45.0,6.0,3.0,3.0,6703.0,893.0,5810.0,0.567,1388.0,28.0,0.75,0.133,0.00027604,0.99972
820353558.0,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36.0,4.0,1.0,2.0,9797.0,1434.0,8363.0,0.644,1503.0,34.0,0.478,0.146,5.5559e-05,0.99994
714964758.0,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36.0,5.0,2.0,2.0,10400.0,1777.0,8623.0,0.791,1105.0,28.0,0.867,0.171,0.00011751,0.99988
710829108.0,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36.0,4.0,2.0,3.0,3356.0,985.0,2371.0,0.35,999.0,28.0,0.556,0.294,0.00018475,0.99982
715315833.0,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36.0,6.0,2.0,3.0,11106.0,2107.0,8999.0,0.948,1243.0,24.0,1.0,0.19,0.00019864,0.9998
709701558.0,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36.0,2.0,1.0,2.0,21331.0,1251.0,20080.0,0.949,1460.0,50.0,1.083,0.059,5.7151e-05,0.99994
721148358.0,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38.0,6.0,2.0,1.0,12860.0,0.0,12860.0,0.646,1348.0,27.0,0.286,0.0,7.3235e-05,0.99993
711033408.0,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36.0,5.0,1.0,2.0,9355.0,1626.0,7729.0,0.701,1230.0,28.0,0.867,0.174,5.3542e-05,0.99995
779956608.0,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31.0,6.0,1.0,3.0,20758.0,0.0,20758.0,0.688,1555.0,32.0,0.684,0.0,0.000109,0.99989
714454758.0,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47.0,4.0,2.0,3.0,6347.0,1594.0,4753.0,0.896,1771.0,37.0,0.762,0.251,0.00019864,0.9998
715735233.0,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44.0,5.0,1.0,1.0,3449.0,1598.0,1851.0,0.971,1679.0,42.0,0.556,0.463,4.0349e-05,0.99996
720476733.0,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34.0,2.0,1.0,2.0,6028.0,799.0,5229.0,0.819,1002.0,22.0,0.571,0.133,5.5559e-05,0.99994
715872333.0,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36.0,3.0,2.0,3.0,18214.0,1998.0,16216.0,0.829,1344.0,21.0,1.1,0.11,0.0001597,0.99984
711441333.0,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35.0,3.0,2.0,2.0,10514.0,1580.0,8934.0,0.504,1229.0,27.0,0.8,0.15,9.3844e-05,0.99991
715999608.0,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36.0,4.0,1.0,2.0,2377.0,1649.0,728.0,0.93,1378.0,26.0,1.167,0.694,5.3542e-05,0.99995
805543158.0,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47.0,5.0,3.0,3.0,11086.0,2207.0,8879.0,0.869,1523.0,40.0,1.105,0.199,0.0003139,0.99969
709752183.0,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36.0,4.0,2.0,2.0,11432.0,2517.0,8915.0,0.615,1374.0,37.0,0.762,0.22,0.00011482,0.99989
713837058.0,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36.0,3.0,2.0,3.0,2571.0,1955.0,616.0,0.531,1234.0,24.0,0.714,0.76,0.00018612,0.99981
770746908.0,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30.0,5.0,1.0,2.0,7872.0,2509.0,5363.0,0.971,1155.0,32.0,0.882,0.319,6.3492e-05,0.99994
714171108.0,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39.0,6.0,2.0,3.0,2115.0,1141.0,974.0,0.616,1223.0,20.0,0.538,0.539,0.00019864,0.9998
719662458.0,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27.0,5.0,2.0,2.0,1438.3,679.0,759.3,0.859,1117.0,29.0,1.071,0.472,0.00011382,0.99989
769425858.0,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32.0,4.0,1.0,2.0,1438.3,0.0,1438.3,0.81,1468.0,26.0,0.625,0.0,5.5564e-05,0.99994
711297483.0,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34.0,6.0,4.0,2.0,13878.0,2222.0,11656.0,0.853,1658.0,38.0,0.357,0.16,0.00020195,0.9998
788900883.0,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36.0,3.0,1.0,3.0,3106.0,1304.0,1802.0,0.604,1368.0,38.0,0.407,0.42,9.2637e-05,0.99991
717906783.0,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29.0,5.0,2.0,2.0,5207.0,1748.0,3459.0,1.073,1310.0,26.0,1.0,0.336,0.00011751,0.99988
719437908.0,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36.0,6.0,2.0,2.0,17965.0,1644.0,16321.0,0.921,1767.0,50.0,0.923,0.092,0.00013897,0.99986
769433508.0,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37.0,6.0,3.0,3.0,2733.0,1819.0,914.0,0.767,933.0,25.0,0.923,0.666,0.00027607,0.99972
709930758.0,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30.0,5.0,3.0,3.0,11107.0,1222.0,9885.0,0.538,1506.0,33.0,0.941,0.11,0.00031104,0.99969
710741208.0,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36.0,4.0,2.0,2.0,5269.0,1475.0,3794.0,1.148,2094.0,25.0,0.667,0.28,0.00011065,0.99989
715341858.0,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46.0,6.0,2.0,3.0,1982.0,1289.0,693.0,0.939,1377.0,49.0,0.69,0.65,0.00019143,0.99981
793636308.0,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43.0,2.0,2.0,2.0,4645.0,1650.0,2995.0,0.912,1193.0,33.0,0.65,0.355,0.00012144,0.99988
713779908.0,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36.0,6.0,3.0,2.0,2189.0,1666.0,523.0,0.343,1287.0,36.0,0.636,0.761,0.00027008,0.99973
709703433.0,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38.0,4.0,1.0,2.0,21304.0,1532.0,19772.0,1.018,1770.0,25.0,0.923,0.072,5.7151e-05,0.99994
710103558.0,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31.0,4.0,1.0,2.0,3234.0,1486.0,1748.0,0.868,1354.0,28.0,0.647,0.459,6.7249e-05,0.99993
719731458.0,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46.0,6.0,3.0,4.0,2910.0,709.0,2201.0,0.538,1192.0,27.0,0.588,0.244,0.00058851,0.99941
799471833.0,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39.0,4.0,2.0,2.0,3133.0,1510.0,1623.0,0.609,1435.0,38.0,0.462,0.482,0.00010985,0.99989
779656908.0,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23.0,6.0,3.0,2.0,6990.0,1378.0,5612.0,0.73,1479.0,29.0,0.611,0.197,0.00016883,0.99983
809855808.0,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46.0,5.0,2.0,2.0,5207.0,1650.0,3557.0,0.708,1339.0,20.0,0.538,0.317,0.00011382,0.99989
807226683.0,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43.0,6.0,1.0,3.0,5279.0,1115.0,4164.0,0.549,1642.0,41.0,0.519,0.211,0.00010566,0.99989
720615708.0,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45.0,6.0,2.0,2.0,2601.0,0.0,2601.0,0.814,1232.0,32.0,0.684,0.0,0.00010043,0.9999
715050408.0,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36.0,4.0,3.0,3.0,8029.0,1576.0,6453.0,0.826,1094.0,32.0,0.524,0.196,0.00030516,0.99969
721132233.0,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31.0,2.0,2.0,2.0,2410.0,1769.0,641.0,0.759,1217.0,30.0,1.143,0.734,0.00012274,0.99988
773466258.0,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42.0,3.0,1.0,3.0,4206.0,1100.0,3106.0,0.587,1144.0,22.0,1.0,0.262,9.4447e-05,0.99991
708421833.0,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36.0,6.0,3.0,2.0,3342.0,2517.0,825.0,0.771,1139.0,30.0,0.765,0.753,0.00018864,0.99981
709879458.0,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46.0,2.0,2.0,3.0,1900.0,1376.0,524.0,0.89,1881.0,45.0,0.607,0.724,0.00028744,0.99971
715120608.0,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37.0,2.0,3.0,2.0,14546.0,1703.0,12843.0,0.955,1273.0,27.0,0.588,0.117,0.00018665,0.99981
770632758.0,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36.0,2.0,3.0,2.0,2521.0,1608.0,913.0,0.587,1328.0,33.0,0.571,0.638,0.00027297,0.99973
779078733.0,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36.0,3.0,4.0,3.0,16427.0,1682.0,14745.0,0.631,1579.0,36.0,1.118,0.102,0.00052896,0.99947
771742533.0,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36.0,5.0,1.0,2.0,13068.0,1718.0,11350.0,0.607,937.0,28.0,0.556,0.131,5.5077e-05,0.99994
713747733.0,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47.0,5.0,3.0,2.0,3096.0,2217.0,879.0,0.799,2011.0,41.0,0.783,0.716,0.00017486,0.99983
712270158.0,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52.0,5.0,2.0,3.0,2052.0,1250.0,802.0,0.728,1208.0,31.0,0.632,0.609,0.0001597,0.99984
754897008.0,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39.0,2.0,3.0,2.0,9432.0,1418.0,8014.0,0.612,1319.0,26.0,0.368,0.15,0.00018145,0.99982
717401883.0,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22.0,5.0,2.0,2.0,6985.0,1130.0,5855.0,0.963,1694.0,44.0,0.76,0.162,0.00012144,0.99988
710572458.0,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24.0,4.0,1.0,1.0,15439.0,0.0,15439.0,0.742,2069.0,43.0,0.536,0.0,3.3505e-05,0.99997
714576183.0,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36.0,6.0,3.0,2.0,21637.0,2030.0,19607.0,0.776,1222.0,23.0,0.438,0.094,0.00018864,0.99981
721425558.0,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37.0,2.0,3.0,2.0,14543.0,0.0,14543.0,0.788,1536.0,37.0,0.423,0.0,0.00017987,0.99982
715203108.0,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36.0,2.0,2.0,2.0,5007.0,930.0,4077.0,0.885,1050.0,28.0,1.154,0.186,0.00011065,0.99989
787464408.0,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40.0,5.0,2.0,2.0,19116.0,0.0,19116.0,0.656,1184.0,29.0,0.611,0.0,0.00011703,0.99988
712701333.0,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43.0,5.0,3.0,2.0,5264.0,2169.0,3095.0,0.374,1219.0,27.0,0.5,0.412,0.00018145,0.99982
788194458.0,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26.0,4.0,3.0,3.0,3265.0,2517.0,748.0,0.952,1843.0,35.0,0.944,0.771,0.00030516,0.99969
720779733.0,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36.0,3.0,2.0,2.0,6041.0,1355.0,4686.0,0.685,1747.0,49.0,0.581,0.224,0.00010985,0.99989
708820308.0,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36.0,6.0,2.0,2.0,13399.0,2505.0,10894.0,0.627,1326.0,31.0,0.824,0.187,0.00013897,0.99986
710558058.0,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38.0,4.0,3.0,3.0,4317.0,2517.0,1800.0,0.944,1619.0,36.0,1.0,0.583,0.00034503,0.99965
718490658.0,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36.0,4.0,1.0,3.0,5012.0,2242.0,2770.0,0.816,1142.0,28.0,1.0,0.447,8.6952e-05,0.99991
708967608.0,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45.0,3.0,1.0,2.0,3471.0,1785.0,1686.0,1.051,1052.0,24.0,0.714,0.514,5.1697e-05,0.99995
715024233.0,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36.0,6.0,3.0,2.0,3312.0,1844.0,1468.0,0.986,1740.0,32.0,0.882,0.557,0.00016413,0.99984
712299858.0,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53.0,5.0,3.0,3.0,2077.0,1571.0,506.0,1.031,1365.0,38.0,1.0,0.756,0.00027604,0.99972
799224108.0,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40.0,5.0,1.0,2.0,6265.0,1942.0,4323.0,1.027,1715.0,43.0,0.87,0.31,5.7762e-05,0.99994
716203308.0,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42.0,6.0,3.0,3.0,2731.0,1692.0,1039.0,0.62,1220.0,22.0,0.692,0.62,0.0003139,0.99969
713773458.0,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45.0,5.0,3.0,2.0,7567.0,1173.0,6394.0,0.541,1435.0,32.0,0.6,0.155,0.00017486,0.99983
719242533.0,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33.0,5.0,3.0,3.0,22770.0,2517.0,20253.0,0.994,1882.0,38.0,0.652,0.111,0.00030361,0.9997
811898133.0,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35.0,3.0,1.0,3.0,2555.0,2117.0,438.0,1.049,1334.0,32.0,0.6,0.829,9.3448e-05,0.99991
788808633.0,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26.0,5.0,3.0,2.0,2355.0,1090.0,1265.0,0.751,1441.0,29.0,0.812,0.463,0.00018665,0.99981
781391058.0,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49.0,6.0,3.0,2.0,1443.0,1375.0,68.0,0.683,1991.0,38.0,0.583,0.953,0.0001736,0.99983
711857733.0,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32.0,3.0,2.0,2.0,18584.0,2517.0,16067.0,0.703,1330.0,34.0,1.125,0.135,0.00012144,0.99988
711643458.0,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43.0,6.0,3.0,4.0,1438.3,0.0,1438.3,1.068,1439.0,41.0,1.05,0.0,0.000498,0.9995
793059108.0,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44.0,6.0,2.0,3.0,2339.0,1440.0,899.0,0.431,893.0,22.0,0.375,0.616,0.00019143,0.99981
716568708.0,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36.0,6.0,3.0,2.0,2726.0,0.0,2726.0,0.844,1099.0,27.0,0.588,0.0,0.00017987,0.99982
828281733.0,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39.0,3.0,3.0,3.0,14881.0,848.0,14033.0,0.762,1408.0,23.0,1.091,0.057,0.00034872,0.99965
